438,XelNaga_Caverns_Floating_BridgeNE8
439,XelNaga_Caverns_Floating_BridgeNW8Out
440,XelNaga_Caverns_Floating_BridgeNW8
441,XelNaga_Caverns_Floating_BridgeNE10Out
442,XelNaga_Caverns_Floating_BridgeNE10
443,XelNaga_Caverns_Floating_BridgeNW10Out
444,XelNaga_Caverns_Floating_BridgeNW10
445,XelNaga_Caverns_Floating_BridgeNE12Out
446,XelNaga_Caverns_Floating_BridgeNE12
447,XelNaga_Caverns_Floating_BridgeNW12Out
448,XelNaga_Caverns_Floating_BridgeNW12
449,XelNaga_Caverns_Floating_BridgeH8Out
450,XelNaga_Caverns_Floating_BridgeH8
451,XelNaga_Caverns_Floating_BridgeV8Out
452,XelNaga_Caverns_Floating_BridgeV8
453,XelNaga_Caverns_Floating_BridgeH10Out
454,XelNaga_Caverns_Floating_BridgeH10
455,XelNaga_Caverns_Floating_BridgeV10Out
456,XelNaga_Caverns_Floating_BridgeV10
457,XelNaga_Caverns_Floating_BridgeH12Out
458,XelNaga_Caverns_Floating_BridgeH12
459,XelNaga_Caverns_Floating_BridgeV12Out
460,XelNaga_Caverns_Floating_BridgeV12
461,TemporalField
485,SnowRefinery_Terran_ExtendingBridgeNEShort8Out
486,SnowRefinery_Terran_ExtendingBridgeNEShort8
487,SnowRefinery_Terran_ExtendingBridgeNWShort8Out
488,SnowRefinery_Terran_ExtendingBridgeNWShort8
510,CausticSpray
513,MorphToRavager
514,MorphToLurker
517,RavagerCorrosiveBile
518,BurrowRavagerDown
519,BurrowRavagerUp
521,PurificationNovaTargeted
523,LockOn
525,LockOnCancel
527,Hyperjump
529,ThorAPMode
530,ThorNormalMode
532,MothershipMassRecall
533,NydusWormTransport
534,OracleWeapon
540,LocustMPFlyingSwoop
541,HallucinationDisruptor
542,HallucinationAdept
543,VoidRaySwarmDamageBoost
544,SeekerDummyChannel
545,AiurLightBridgeNE8Out
546,AiurLightBridgeNE8
547,AiurLightBridgeNE10Out
548,AiurLightBridgeNE10
549,AiurLightBridgeNE12Out
550,AiurLightBridgeNE12
551,AiurLightBridgeNW8Out
552,AiurLightBridgeNW8
553,AiurLightBridgeNW10Out
554,AiurLightBridgeNW10
555,AiurLightBridgeNW12Out
556,AiurLightBridgeNW12
569,ShakurasLightBridgeNE8Out
570,ShakurasLightBridgeNE8
571,ShakurasLightBridgeNE10Out
572,ShakurasLightBridgeNE10
573,ShakurasLightBridgeNE12Out
574,ShakurasLightBridgeNE12
575,ShakurasLightBridgeNW8Out
576,ShakurasLightBridgeNW8
577,ShakurasLightBridgeNW10Out
578,ShakurasLightBridgeNW10
579,ShakurasLightBridgeNW12Out
580,ShakurasLightBridgeNW12
581,VoidMPImmortalReviveRebuild
583,ArbiterMPStasisField
584,ArbiterMPRecall
585,CorsairMPDisruptionWeb
586,MorphToGuardianMP
587,MorphToDevourerMP
588,DefilerMPConsume
589,DefilerMPDarkSwarm
590,DefilerMPPlague
591,DefilerMPBurrow
592,DefilerMPUnburrow
593,QueenMPEnsnare
594,QueenMPSpawnBroodlings
595,QueenMPInfestCommandCenter
599,OracleBuild
603,ParasiticBomb
604,AdeptPhaseShift
607,LurkerHoldFire
608,LurkerRemoveHoldFire
611,LiberatorAGTarget
612,LiberatorAATarget
614,AiurLightBridgeAbandonedNE8Out
615,AiurLightBridgeAbandonedNE8
616,AiurLightBridgeAbandonedNE10Out
617,AiurLightBridgeAbandonedNE10
618,AiurLightBridgeAbandonedNE12Out
619,AiurLightBridgeAbandonedNE12
620,AiurLightBridgeAbandonedNW8Out
621,AiurLightBridgeAbandonedNW8
622,AiurLightBridgeAbandonedNW10Out
623,AiurLightBridgeAbandonedNW10
624,AiurLightBridgeAbandonedNW12Out
625,AiurLightBridgeAbandonedNW12
626,KD8Charge
629,AdeptPhaseShiftCancel
630,AdeptShadePhaseShiftCancel
631,SlaynElementalGrab
633,PortCity_Bridge_UnitNE8Out
634,PortCity_Bridge_UnitNE8
635,PortCity_Bridge_UnitSE8Out
636,PortCity_Bridge_UnitSE8
637,PortCity_Bridge_UnitNW8Out
638,PortCity_Bridge_UnitNW8
639,PortCity_Bridge_UnitSW8Out
640,PortCity_Bridge_UnitSW8
641,PortCity_Bridge_UnitNE10Out
642,PortCity_Bridge_UnitNE10
643,PortCity_Bridge_UnitSE10Out
644,PortCity_Bridge_UnitSE10
645,PortCity_Bridge_UnitNW10Out
646,PortCity_Bridge_UnitNW10
647,PortCity_Bridge_UnitSW10Out
648,PortCity_Bridge_UnitSW10
649,PortCity_Bridge_UnitNE12Out
650,PortCity_Bridge_UnitNE12
651,PortCity_Bridge_UnitSE12Out
652,PortCity_Bridge_UnitSE12
653,PortCity_Bridge_UnitNW12Out
654,PortCity_Bridge_UnitNW12
655,PortCity_Bridge_UnitSW12Out
656,PortCity_Bridge_UnitSW12
657,PortCity_Bridge_UnitN8Out
658,PortCity_Bridge_UnitN8
659,PortCity_Bridge_UnitS8Out
660,PortCity_Bridge_UnitS8
661,PortCity_Bridge_UnitE8Out
662,PortCity_Bridge_UnitE8
663,PortCity_Bridge_UnitW8Out
664,PortCity_Bridge_UnitW8
665,PortCity_Bridge_UnitN10Out
666,PortCity_Bridge_UnitN10
667,PortCity_Bridge_UnitS10Out
668,PortCity_Bridge_UnitS10
669,PortCity_Bridge_UnitE10Out
670,PortCity_Bridge_UnitE10
671,PortCity_Bridge_UnitW10Out
672,PortCity_Bridge_UnitW10
673,PortCity_Bridge_UnitN12Out
674,PortCity_Bridge_UnitN12
675,PortCity_Bridge_UnitS12Out
676,PortCity_Bridge_UnitS12
677,PortCity_Bridge_UnitE12Out
678,PortCity_Bridge_UnitE12
679,PortCity_Bridge_UnitW12Out
680,PortCity_Bridge_UnitW12
683,DarkTemplarBlink
687,SpawnLocustsTargeted
688,VoidRaySwarmDamageBoostCancel
690,MorphToTransportOverlord
693,ChannelSnipe
696,DarkShrineResearch
